Date,Community,Rainfall,Temperature,Humidity,Soil moisture,Flood_Risk
2018-01-03,Buguruni,11.66660976409912,15.0,66.66666666666666,0.25,Low
2018-01-04,Tandale,16.550283432006836,15.0,66.66666666666666,0.25,Low
2018-01-04,Sinza,11.376133918762209,25.53289693196615,91.83152283843516,0.4536972045898437,High
2018-01-04,Mbagala,10.135671615600586,25.627297973632835,92.00927440807268,0.4499505360921224,High
2018-01-04,Manzese,11.376133918762209,15.0,66.66666666666666,0.25,Low
2018-01-04,Vingunguti,14.364727020263672,15.0,66.66666666666666,0.25,Low
2018-01-04,Keko,14.98866081237793,25.627297973632835,92.00927440807268,0.4499505360921224,High
2018-01-04,Jangwani,16.550283432006836,15.0,66.66666666666666,0.25,Low
2018-01-04,Hananasif,16.550283432006836,15.0,66.66666666666666,0.25,Low
2018-01-04,Buguruni,11.66660976409912,15.0,66.66666666666666,0.25,Low
2018-01-04,Kigogo,16.550283432006836,15.0,66.66666666666666,0.25,Low
2018-01-05,Vingunguti,14.364727020263672,15.0,66.66666666666666,0.25,Low
2018-01-05,Tandale,8.275141716003418,15.0,66.66666666666666,0.25,Low
2018-01-05,Sinza,11.376133918762209,25.784463500976585,91.50069441707444,0.4814408620198567,High
2018-01-05,Mbagala,20.27134323120117,25.959268188476585,91.52438346033878,0.4609235127766927,High
2018-01-05,Manzese,11.376133918762209,15.0,66.66666666666666,0.25,Low
2018-01-05,Kigogo,8.275141716003418,15.0,66.66666666666666,0.25,Low
2018-01-05,Jangwani,8.275141716003418,15.0,66.66666666666666,0.25,Low
2018-01-05,Hananasif,8.275141716003418,15.0,66.66666666666666,0.25,Low
2018-01-05,Buguruni,23.33321952819824,15.0,66.66666666666666,0.25,Low
2018-01-05,Keko,29.97732162475586,25.959268188476585,91.52438346033878,0.4609235127766927,High
2018-01-06,Mbagala,7.082111835479736,26.512406285603845,88.60866339600028,0.4807923634847005,High
2018-01-06,Vingunguti,7.8502302169799805,15.0,66.66666666666666,0.25,Low
2018-01-06,Tandale,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-06,Manzese,11.956732749938965,15.0,66.66666666666666,0.25,Low
2018-01-06,Sinza,11.956732749938965,26.27550849914553,88.74444358900739,0.4903310139973958,High
2018-01-06,Keko,12.683256149291992,26.512406285603845,88.60866339600028,0.4807923634847005,High
2018-01-06,Buguruni,11.593975067138672,15.0,66.66666666666666,0.25,Low
2018-01-06,Hananasif,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-06,Kigogo,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-06,Jangwani,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-07,Tandale,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-07,Sinza,5.978366374969482,26.74750607808432,86.87541207028652,0.4679342905680339,Medium
2018-01-07,Mbagala,7.082111835479736,27.007922744751,86.73619836731112,0.4588540395100911,Medium
2018-01-07,Manzese,5.978366374969482,15.0,66.66666666666666,0.25,Low
2018-01-07,Vingunguti,7.8502302169799805,15.0,66.66666666666666,0.25,Low
2018-01-07,Keko,6.341628074645996,27.007922744751,86.73619836731112,0.4588540395100911,Medium
2018-01-07,Jangwani,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-07,Hananasif,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-07,Buguruni,5.796987533569336,15.0,66.66666666666666,0.25,Low
2018-01-07,Kigogo,7.711307525634766,15.0,66.66666666666666,0.25,Low
2018-01-08,Vingunguti,23.550689697265625,15.0,66.66666666666666,0.25,Low
2018-01-08,Tandale,23.13392448425293,15.0,66.66666666666666,0.25,Low
2018-01-08,Sinza,23.91346549987793,26.582182820638025,86.81153525598711,0.4526596069335937,High
2018-01-08,Mbagala,21.246335983276367,26.8146860758464,86.86943968585015,0.4451681772867839,High
2018-01-08,Manzese,23.91346549987793,15.0,66.66666666666666,0.25,Low
2018-01-08,Kigogo,23.13392448425293,15.0,66.66666666666666,0.25,Low
2018-01-08,Jangwani,23.13392448425293,15.0,66.66666666666666,0.25,Low
2018-01-08,Buguruni,23.187950134277344,15.0,66.66666666666666,0.25,Low
2018-01-08,Keko,19.024885177612305,26.8146860758464,86.86943968585015,0.4451681772867839,High
2018-01-08,Hananasif,23.13392448425293,15.0,66.66666666666666,0.25,Low
2018-01-09,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Sinza,0.0,26.67115173339846,85.52634961412619,0.4446875254313151,Medium
2018-01-09,Mbagala,0.0,26.91830342610677,85.38866109064742,0.4341316223144531,Medium
2018-01-09,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-09,Keko,0.0,26.91830342610677,85.38866109064742,0.4341316223144531,Medium
2018-01-10,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Sinza,0.0,26.82686831156417,86.43052752624428,0.4388923645019531,Medium
2018-01-10,Mbagala,0.0,27.012252426147484,86.74810156729083,0.4354489644368489,Medium
2018-01-10,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Keko,0.0,27.012252426147484,86.74810156729083,0.4354489644368489,Medium
2018-01-10,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-10,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-11,Mbagala,12.876763343811035,26.161543146769247,87.15051665952518,0.4793319702148437,High
2018-01-11,Vingunguti,14.651214599609377,15.0,66.66666666666666,0.25,Low
2018-01-11,Tandale,13.53140926361084,15.0,66.66666666666666,0.25,Low
2018-01-11,Sinza,13.442851066589355,25.906660334269247,87.05865108786848,0.4589786529541015,Medium
2018-01-11,Manzese,13.442851066589355,15.0,66.66666666666666,0.25,Low
2018-01-11,Buguruni,12.681488990783691,15.0,66.66666666666666,0.25,Low
2018-01-11,Keko,14.846664428710938,26.161543146769247,87.15051665952518,0.4793319702148437,High
2018-01-11,Jangwani,13.53140926361084,15.0,66.66666666666666,0.25,Low
2018-01-11,Hananasif,13.53140926361084,15.0,66.66666666666666,0.25,Low
2018-01-11,Kigogo,13.53140926361084,15.0,66.66666666666666,0.25,Low
2018-01-12,Mbagala,4.292254447937012,26.327851867675804,85.24927368980218,0.4557552337646484,Medium
2018-01-12,Vingunguti,4.883738040924072,15.0,66.66666666666666,0.25,Low
2018-01-12,Tandale,4.510469913482666,15.0,66.66666666666666,0.25,Low
2018-01-12,Sinza,4.480950355529785,26.03211619059249,85.09045250833482,0.4506937662760417,Medium
2018-01-12,Manzese,4.480950355529785,15.0,66.66666666666666,0.25,Low
2018-01-12,Hananasif,4.510469913482666,15.0,66.66666666666666,0.25,Low
2018-01-12,Keko,4.948888301849365,26.327851867675804,85.24927368980218,0.4557552337646484,Medium
2018-01-12,Jangwani,4.510469913482666,15.0,66.66666666666666,0.25,Low
2018-01-12,Kigogo,4.510469913482666,15.0,66.66666666666666,0.25,Low
2018-01-12,Buguruni,4.227162837982178,15.0,66.66666666666666,0.25,Low
2018-01-13,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Sinza,0.0,25.95716501871749,83.33376458293978,0.4339478810628255,Medium
2018-01-13,Mbagala,0.0,26.22205759684249,83.36401937105076,0.436139424641927,Medium
2018-01-13,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Keko,0.0,26.22205759684249,83.36401937105076,0.436139424641927,Medium
2018-01-13,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-13,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Sinza,0.0,26.11452891031905,82.8988192470002,0.4137369791666667,Medium
2018-01-14,Mbagala,0.0,26.39944101969405,83.12592179631812,0.4168224334716797,Medium
2018-01-14,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Keko,0.0,26.39944101969405,83.12592179631812,0.4168224334716797,Medium
2018-01-14,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-14,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Sinza,0.0,26.322819646199548,84.67118742636187,0.397864023844401,Medium
2018-01-15,Mbagala,0.0,26.55459047953292,84.98732463309075,0.4023939768473307,Medium
2018-01-15,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Keko,0.0,26.55459047953292,84.98732463309075,0.4023939768473307,Medium
2018-01-15,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-15,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Sinza,0.0,26.604292805989587,84.27166132682486,0.3833179473876953,Medium
2018-01-16,Mbagala,0.0,26.814742024739587,84.32287075581758,0.3901119232177734,Medium
2018-01-16,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-16,Keko,0.0,26.814742024739587,84.32287075581758,0.3901119232177734,Medium
2018-01-17,Mbagala,0.0,26.72588310241701,85.97095624727494,0.3840681711832682,Medium
2018-01-17,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Sinza,0.0,26.49761161804201,86.10531796719235,0.3778724670410156,Medium
2018-01-17,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Keko,0.0,26.72588310241701,85.97095624727494,0.3840681711832682,Medium
2018-01-17,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-17,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Sinza,0.0,26.60190289815268,85.01328430653983,0.3690427144368489,Medium
2018-01-18,Mbagala,0.0,26.756769434611044,85.26396232646621,0.3783575693766276,Medium
2018-01-18,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Keko,0.0,26.756769434611044,85.26396232646621,0.3783575693766276,Medium
2018-01-18,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-18,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Sinza,0.0,26.61321665445968,84.19521326783513,0.3573443094889323,Medium
2018-01-19,Mbagala,0.0,26.75416717529299,84.51817055824954,0.3695583343505859,Medium
2018-01-19,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-19,Keko,0.0,26.75416717529299,84.51817055824954,0.3695583343505859,Medium
2018-01-19,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Sinza,0.0,26.54467926025393,84.09822542363987,0.3456738789876302,Low
2018-01-20,Mbagala,0.0,26.693198140462243,84.55193886209761,0.3610108693440755,Medium
2018-01-20,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-20,Keko,0.0,26.693198140462243,84.55193886209761,0.3610108693440755,Medium
2018-01-21,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Sinza,0.0,26.99536285400393,83.55097187580243,0.33197021484375,Low
2018-01-21,Mbagala,0.0,27.08569488525393,84.1793979127008,0.349985122680664,Low
2018-01-21,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Keko,0.0,27.08569488525393,84.1793979127008,0.349985122680664,Low
2018-01-21,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-21,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Sinza,0.0,26.335463460286466,83.82203072338508,0.326578140258789,Low
2018-01-22,Mbagala,0.0,26.461195882161466,84.37375179789171,0.3455193837483724,Low
2018-01-22,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-22,Keko,0.0,26.461195882161466,84.37375179789171,0.3455193837483724,Low
2018-01-23,Sinza,0.0,26.199040349324548,81.12277175844348,0.3192075093587239,Low
2018-01-23,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Mbagala,0.0,26.35960350036624,81.51252822010338,0.3387667338053385,Low
2018-01-23,Keko,0.0,26.35960350036624,81.51252822010338,0.3387667338053385,Low
2018-01-23,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-23,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Sinza,0.0,26.17121849060061,80.06897444474436,0.308346430460612,Low
2018-01-24,Mbagala,0.0,26.37532005310061,79.89676525166274,0.3274707794189453,Low
2018-01-24,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Keko,0.0,26.37532005310061,79.89676525166274,0.3274707794189453,Low
2018-01-24,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-24,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Sinza,0.0,26.56093241373702,80.05556652604218,0.2952378590901692,Low
2018-01-25,Mbagala,0.0,26.65907694498702,80.4666118198695,0.3153521219889323,Low
2018-01-25,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Keko,0.0,26.65907694498702,80.4666118198695,0.3153521219889323,Low
2018-01-25,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-25,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Sinza,0.0,26.701886113484704,83.01237669439475,0.2895800272623698,Low
2018-01-26,Mbagala,0.0,26.81728324890139,83.27817417395336,0.3090680440266927,Low
2018-01-26,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Keko,0.0,26.81728324890139,83.27817417395336,0.3090680440266927,Low
2018-01-26,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-26,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Sinza,0.0,26.73973681132003,83.39558923165703,0.2893714904785156,Low
2018-01-27,Mbagala,0.0,26.854320144653343,83.78220882903571,0.3079299926757812,Low
2018-01-27,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-27,Keko,0.0,26.854320144653343,83.78220882903571,0.3079299926757812,Low
2018-01-28,Mbagala,0.0,26.98004048665365,82.18179920647628,0.302408218383789,Low
2018-01-28,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Sinza,0.0,26.89947408040365,81.70004309983123,0.2839469909667969,Low
2018-01-28,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Keko,0.0,26.98004048665365,82.18179920647628,0.302408218383789,Low
2018-01-28,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-28,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Sinza,0.0,26.87059046427413,82.86342999610785,0.2732715606689453,Low
2018-01-29,Mbagala,0.0,26.945867156982445,83.40932375349671,0.2928473154703776,Low
2018-01-29,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Keko,0.0,26.945867156982445,83.40932375349671,0.2928473154703776,Low
2018-01-29,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-29,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Sinza,0.0,27.32730954488119,82.59982691323053,0.2636820475260417,Low
2018-01-30,Mbagala,0.0,27.38248532613119,83.24057790399401,0.2844327290852864,Low
2018-01-30,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-30,Keko,0.0,27.38248532613119,83.24057790399401,0.2844327290852864,Low
2018-01-30,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Sinza,0.0,27.13338813781741,84.25770642390022,0.2651087443033854,Low
2018-01-31,Mbagala,0.0,27.24430936177572,84.59571167311606,0.2860628763834635,Low
2018-01-31,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-01-31,Keko,0.0,27.24430936177572,84.59571167311606,0.2860628763834635,Low
2018-02-01,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Sinza,0.0,27.29151624043783,80.32106458274039,0.2663427988688151,Low
2018-02-01,Mbagala,0.0,27.40211194356283,80.63837444574041,0.2862319946289062,Low
2018-02-01,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Keko,0.0,27.40211194356283,80.63837444574041,0.2862319946289062,Low
2018-02-01,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-02-01,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Sinza,0.0,27.57922515869143,80.0542461134041,0.2587877909342448,Low
2018-02-02,Mbagala,0.0,27.738323465983115,80.27192037269198,0.2787818908691406,Low
2018-02-02,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-02-02,Keko,0.0,27.738323465983115,80.27192037269198,0.2787818908691406,Low
2018-02-03,Mbagala,0.0,27.639479573567712,82.7911082866649,0.2755228678385417,Low
2018-02-03,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Sinza,0.0,27.522780354817712,82.28940045595824,0.2544867197672526,Low
2018-02-03,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Keko,0.0,27.639479573567712,82.7911082866649,0.2755228678385417,Low
2018-02-03,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-02-03,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Sinza,0.0,27.494147872924827,82.38427027509681,0.252651850382487,Low
2018-02-04,Manzese,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Mbagala,0.0,27.700446701049827,82.42615212913344,0.2730833689371745,Low
2018-02-04,Keko,0.0,27.700446701049827,82.42615212913344,0.2730833689371745,Low
2018-02-04,Jangwani,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Hananasif,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Buguruni,0.0,15.0,66.66666666666666,0.25,Low
2018-02-04,Kigogo,0.0,15.0,66.66666666666666,0.25,Low
2018-02-05,Mbagala,0.0,27.628222401936853,81.32737426611139,0.2697219848632812,Low
2018-02-05,Vingunguti,0.0,15.0,66.66666666666666,0.25,Low
2018-02-05,Tandale,0.0,15.0,66.66666666666666,0.25,Low
2018-02-05,Sinza,0.0,27.47213516235354,81.16677683115292,0.2498448689778646,Low
2018-02-05,Manzese,0.0,15.0,66.66666666666666,0.25,Low
